"kod";"adres";"miejscowosc";"wojewodztwo";"powiat"
"81-050";"ul. Starogardzka";"Gdynia";"pomorskie";"Gdynia"
"81-051";"ul. Wejherowska od 19 do 41";"Gdynia";"pomorskie";"Gdynia"
"81-052";"ul. Brodnicka";"Gdynia";"pomorskie";"Gdynia"
"81-052";"ul. Grudziπdzka";"Gdynia";"pomorskie";"Gdynia"
"81-052";"ul. Tczewska";"Gdynia";"pomorskie";"Gdynia"
"81-053";"ul. Gniewska od 2 do 8, od 1 do 11";"Gdynia";"pomorskie";"Gdynia"
"81-055";"ul. Rozewska";"Gdynia";"pomorskie";"Gdynia"
"81-056";"ul. Helska";"Gdynia";"pomorskie";"Gdynia"
"81-056";"ul. Krokowska";"Gdynia";"pomorskie";"Gdynia"
"81-057";"ul. RaduÒska";"Gdynia";"pomorskie";"Gdynia"
"81-058";"ul. Wiejska od 30 do ostatniego, od 31 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-059";"ul. Swarzewska";"Gdynia";"pomorskie";"Gdynia"
"81-060";"ul. Chojnicka";"Gdynia";"pomorskie";"Gdynia"
"81-061";"ul. Handlowa";"Gdynia";"pomorskie";"Gdynia"
"81-061";"ul. Hutnicza od 4 do ostatniego, od 5 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-061";"ul. Malczewskiego Antoniego";"Gdynia";"pomorskie";"Gdynia"
"81-062";"ul. åwiÍtego Miko≥aja od 2 do ostatniego, od 1 do 67";"Gdynia";"pomorskie";"Gdynia"
"81-063";"ul. M≥yÒska";"Gdynia";"pomorskie";"Gdynia"
"81-064";"ul. ChyloÒska od 2 do 28, od 1 do 45";"Gdynia";"pomorskie";"Gdynia"
"81-065";"ul. Wejherowska od 2 do 14, od 1 do 17";"Gdynia";"pomorskie";"Gdynia"
"81-066";"ul. Lubawska";"Gdynia";"pomorskie";"Gdynia"
"81-068";"ul. Gospodarska";"Gdynia";"pomorskie";"Gdynia"
"81-068";"ul. Wiejska od 2 do 28, od 1 do 29";"Gdynia";"pomorskie";"Gdynia"
"81-072";"ul. S≥omiana";"Gdynia";"pomorskie";"Gdynia"
"81-074";"ul. Øurawia";"Gdynia";"pomorskie";"Gdynia"
"81-074";"ul. Modrzewiowa";"Gdynia";"pomorskie";"Gdynia"
"81-074";"ul. Rumska";"Gdynia";"pomorskie";"Gdynia"
"81-075";"ul. B≥awatna";"Gdynia";"pomorskie";"Gdynia"
"81-076";"ul. JaskÛ≥cza";"Gdynia";"pomorskie";"Gdynia"
"81-077";"ul. JastrzÍbia";"Gdynia";"pomorskie";"Gdynia"
"81-077";"ul. Orla";"Gdynia";"pomorskie";"Gdynia"
"81-077";"ul. Sokola";"Gdynia";"pomorskie";"Gdynia"
"81-078";"ul. Pawia";"Gdynia";"pomorskie";"Gdynia"
"81-078";"ul. Pusta";"Gdynia";"pomorskie";"Gdynia"
"81-078";"ul. S≥owicza";"Gdynia";"pomorskie";"Gdynia"
"81-078";"ul. SÍpia";"Gdynia";"pomorskie";"Gdynia"
"81-079";"ul. Chabrowa";"Gdynia";"pomorskie";"Gdynia"
"81-080";"ul. Borowikowa";"Gdynia";"pomorskie";"Gdynia"
"81-080";"ul. Marszewo Wieú";"Gdynia";"pomorskie";"Gdynia"
"81-081";"ul. Marszewska";"Gdynia";"pomorskie";"Gdynia"
"81-081";"ul. Rydzowa";"Gdynia";"pomorskie";"Gdynia"
"81-082";"ul. Ja≥owcowa";"Gdynia";"pomorskie";"Gdynia"
"81-083";"ul. Makowa";"Gdynia";"pomorskie";"Gdynia"
"81-083";"ul. Malinowa";"Gdynia";"pomorskie";"Gdynia"
"81-084";"ul. Berberysowa";"Gdynia";"pomorskie";"Gdynia"
"81-084";"ul. Jeøynowa";"Gdynia";"pomorskie";"Gdynia"
"81-084";"ul. Tarninowa";"Gdynia";"pomorskie";"Gdynia"
"81-085";"ul. Czeremchowa";"Gdynia";"pomorskie";"Gdynia"
"81-085";"ul. Kalinowa";"Gdynia";"pomorskie";"Gdynia"
"81-085";"ul. Wiklinowa";"Gdynia";"pomorskie";"Gdynia"
"81-086";"ul. Kartuska od 76 do ostatniego, od 69 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-087";"ul. Gulgowskiego Izydora";"Gdynia";"pomorskie";"Gdynia"
"81-087";"ul. Komandora Sakowicza";"Gdynia";"pomorskie";"Gdynia"
"81-089";"ul. JÍczmienna";"Gdynia";"pomorskie";"Gdynia"
"81-092";"ul. Bzowa";"Gdynia";"pomorskie";"Gdynia"
"81-092";"ul. Jaúminowa";"Gdynia";"pomorskie";"Gdynia"
"81-094";"ul. Bobrowa";"Gdynia";"pomorskie";"Gdynia"
"81-094";"ul. Demptowska";"Gdynia";"pomorskie";"Gdynia"
"81-094";"ul. Wilcza";"Gdynia";"pomorskie";"Gdynia"
"81-094";"ul. Zwierzyniecka";"Gdynia";"pomorskie";"Gdynia"
"81-095";"ul. RybiÒskiego Macieja";"Gdynia";"pomorskie";"Gdynia"
"81-097";"ul. Skarbka";"Gdynia";"pomorskie";"Gdynia"
"81-100";"ul. Jana z Tarnowa";"Gdynia";"pomorskie";"Gdynia"
"81-101";"ul. TrzciÒska";"Gdynia";"pomorskie";"Gdynia"
"81-102";"ul. Marynarska";"Gdynia";"pomorskie";"Gdynia"
"81-102";"ul. Zbarska";"Gdynia";"pomorskie";"Gdynia"
"81-103";"Poczta Gdynia 003, ul. Podchorπøych 10";"Gdynia";"pomorskie";"Gdynia"
"81-103";"Skrytki Pocztowe Poczta Gdynia 003, ul. Podchorπøych 10";"Gdynia";"pomorskie";"Gdynia"
"81-104";"ul. Chodkiewicza Jana Karola";"Gdynia";"pomorskie";"Gdynia"
"81-105";"ul. Pancerna";"Gdynia";"pomorskie";"Gdynia"
"81-105";"ul. Petyhorska";"Gdynia";"pomorskie";"Gdynia"
"81-105";"ul. Zbrojna";"Gdynia";"pomorskie";"Gdynia"
"81-106";"Poczta Gdynia 006, ul. Unruga 39";"Gdynia";"pomorskie";"Gdynia"
"81-106";"Skrytki Pocztowe Poczta Gdynia 006, ul. Unruga 39";"Gdynia";"pomorskie";"Gdynia"
"81-107";"ul. Pu≥kownika Dπbka Stanis≥awa od 2 do 162, od 1 do 161A";"Gdynia";"pomorskie";"Gdynia"
"81-108";"ul. Osada Rybacka";"Gdynia";"pomorskie";"Gdynia"
"81-109";"ul. Admira≥a Dickmanna Arnolda";"Gdynia";"pomorskie";"Gdynia"
"81-110";"ul. Belwederska";"Gdynia";"pomorskie";"Gdynia"
"81-111";"ul. B≥Íkitna";"Gdynia";"pomorskie";"Gdynia"
"81-112";"ul. Zielona od 24 do ostatniego, od 25 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-113";"ul. Granatowa";"Gdynia";"pomorskie";"Gdynia"
"81-113";"ul. Zielona od 2 do 22, od 1 do 23";"Gdynia";"pomorskie";"Gdynia"
"81-114";"ul. ØÛ≥ta";"Gdynia";"pomorskie";"Gdynia"
"81-114";"ul. Bia≥a";"Gdynia";"pomorskie";"Gdynia"
"81-114";"ul. Czerwona";"Gdynia";"pomorskie";"Gdynia"
"81-115";"ul. CzwartkÛw";"Gdynia";"pomorskie";"Gdynia"
"81-116";"ul. ArgentyÒska";"Gdynia";"pomorskie";"Gdynia"
"81-116";"ul. Australijska";"Gdynia";"pomorskie";"Gdynia"
"81-116";"ul. BosmaÒska od 2 do 58, od 1 do 57";"Gdynia";"pomorskie";"Gdynia"
"81-117";"Poczta Gdynia 017, ul. Ikara 14 A";"Gdynia";"pomorskie";"Gdynia"
"81-117";"Skrytki Pocztowe Poczta Gdynia 017, ul. Ikara 14 A";"Gdynia";"pomorskie";"Gdynia"
"81-118";"ul. AfrykaÒska";"Gdynia";"pomorskie";"Gdynia"
"81-118";"ul. Alzacka";"Gdynia";"pomorskie";"Gdynia"
"81-118";"ul. Azorska";"Gdynia";"pomorskie";"Gdynia"
"81-120";"ul. Algierska";"Gdynia";"pomorskie";"Gdynia"
"81-121";"ul. AlbaÒska";"Gdynia";"pomorskie";"Gdynia"
"81-121";"ul. Arabska";"Gdynia";"pomorskie";"Gdynia"
"81-122";"ul. Arktyczna";"Gdynia";"pomorskie";"Gdynia"
"81-122";"ul. Miegonia W≥adys≥awa";"Gdynia";"pomorskie";"Gdynia"
"81-122";"ul. KsiÍdza Makowskiego";"Gdynia";"pomorskie";"Gdynia"
"81-122";"ul. Muchowskiego Antoniego";"Gdynia";"pomorskie";"Gdynia"
"81-123";"ul. Arciszewskich";"Gdynia";"pomorskie";"Gdynia"
"81-124";"ul. KÍpa Oksywska";"Gdynia";"pomorskie";"Gdynia"
"81-125";"ul. Komandora GrudziÒskiego Jana";"Gdynia";"pomorskie";"Gdynia"
"81-127";"ul. Inøyniera åmidowicza J. od 2 do ostatniego, od 1 do 31, od 35 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-130";"ul. Czarnieckiego Stefana";"Gdynia";"pomorskie";"Gdynia"
"81-130";"ul. Rycerska";"Gdynia";"pomorskie";"Gdynia"
"81-131";"ul. ØÛ≥kiewskiego Stanis≥awa";"Gdynia";"pomorskie";"Gdynia"
"81-132";"ul. Modra";"Gdynia";"pomorskie";"Gdynia"
"81-133";"ul. Podchorπøych";"Gdynia";"pomorskie";"Gdynia"
"81-134";"ul. Godebskiego Cypriana";"Gdynia";"pomorskie";"Gdynia"
"81-136";"ul. Øeglarzy";"Gdynia";"pomorskie";"Gdynia"
"81-136";"ul. Andaluzyjska";"Gdynia";"pomorskie";"Gdynia"
"81-137";"ul. AragoÒska";"Gdynia";"pomorskie";"Gdynia"
"81-138";"ul. ApeniÒska";"Gdynia";"pomorskie";"Gdynia"
"81-146";"ul. Metalowa";"Gdynia";"pomorskie";"Gdynia"
"81-147";"ul. O≥owiana";"Gdynia";"pomorskie";"Gdynia"
"81-148";"ul. Rogali Tomasza";"Gdynia";"pomorskie";"Gdynia"
"81-149";"ul. Wolframowa";"Gdynia";"pomorskie";"Gdynia"
"81-150";"ul. Øelazna";"Gdynia";"pomorskie";"Gdynia"
"81-151";"ul. Aluminiowa";"Gdynia";"pomorskie";"Gdynia"
"81-152";"ul. Manganowa";"Gdynia";"pomorskie";"Gdynia"
"81-153";"ul. Admira≥a Unruga J. od 94 do ostatniego, od 67 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Øarnowiecka";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Chromowa";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Cynkowa";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Irydowa";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Kadmowa";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Kontradmira≥a Czernickiego Xsawerego";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Magnezjowa";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Miedziana";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. MosiÍøna";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Niklowa";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Platynowa";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Potasowa";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Pucka od 110 do ostatniego, od 103 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Srebrna";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Stalowa";"Gdynia";"pomorskie";"Gdynia"
"81-154";"ul. Z≥ota";"Gdynia";"pomorskie";"Gdynia"
"81-155";"ul. Kontenerowa";"Gdynia";"pomorskie";"Gdynia"
"81-155";"ul. Promowa";"Gdynia";"pomorskie";"Gdynia"
"81-155";"ul. Pu≥kownika Dπbka Stanis≥awa od 164 do ostatniego, od 191 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-156";"ul. Kwiatkowskiego Eugeniusza";"Gdynia";"pomorskie";"Gdynia"
"81-156";"ul. Wiúniewskiego Janka od 34 do ostatniego, od 27 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-157";"ul. Majora Sucharskiego Henryka";"Gdynia";"pomorskie";"Gdynia"
"81-157";"ul. Ob≥uska";"Gdynia";"pomorskie";"Gdynia"
"81-158";"ul. Turkusowa";"Gdynia";"pomorskie";"Gdynia"
"81-159";"ul. Øeliwna";"Gdynia";"pomorskie";"Gdynia"
"81-160";"ul. Uranowa";"Gdynia";"pomorskie";"Gdynia"
"81-161";"ul. RtÍciowa";"Gdynia";"pomorskie";"Gdynia"
"81-162";"ul. Kuúnierska";"Gdynia";"pomorskie";"Gdynia"
"81-163";"ul. Brukarska";"Gdynia";"pomorskie";"Gdynia"
"81-163";"ul. Czeladnicza";"Gdynia";"pomorskie";"Gdynia"
"81-163";"ul. Snycerska";"Gdynia";"pomorskie";"Gdynia"
"81-163";"ul. Szklarska";"Gdynia";"pomorskie";"Gdynia"
"81-164";"ul. Ko≥odziejska";"Gdynia";"pomorskie";"Gdynia"
"81-165";"ul. Bednarska";"Gdynia";"pomorskie";"Gdynia"
"81-166";"ul. PodgÛrska";"Gdynia";"pomorskie";"Gdynia"
"81-167";"ul. Pu≥kownika Dπbka Stanis≥awa od 163 do 189";"Gdynia";"pomorskie";"Gdynia"
"81-168";"Pl. åwiÍtego Andrzeja";"Gdynia";"pomorskie";"Gdynia"
"81-168";"ul. Rymarska od 10 do ostatniego, od 9 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-169";"ul. Tokarska";"Gdynia";"pomorskie";"Gdynia"
"81-170";"ul. RÍbaczy";"Gdynia";"pomorskie";"Gdynia"
"81-171";"ul. Tucholska";"Gdynia";"pomorskie";"Gdynia"
"81-172";"ul. Kampinoska";"Gdynia";"pomorskie";"Gdynia"
"81-172";"ul. KnyszyÒska";"Gdynia";"pomorskie";"Gdynia"
"81-173";"ul. Benis≥awskiego";"Gdynia";"pomorskie";"Gdynia"
"81-173";"ul. Jarowa";"Gdynia";"pomorskie";"Gdynia"
"81-173";"ul. Spawaczy";"Gdynia";"pomorskie";"Gdynia"
"81-173";"ul. Stolarska";"Gdynia";"pomorskie";"Gdynia"
"81-173";"ul. Szkutnicza";"Gdynia";"pomorskie";"Gdynia"
"81-174";"ul. Cechowa od 2 do 18, od 21 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-175";"ul. Genera≥a Broni Berlinga Zygmunta";"Gdynia";"pomorskie";"Gdynia"
"81-175";"ul. Genera≥a Kleeberga Franciszka";"Gdynia";"pomorskie";"Gdynia"
"81-175";"ul. Genera≥a Sikorskiego W≥adys≥awa";"Gdynia";"pomorskie";"Gdynia"
"81-176";"ul. BosmaÒska od 60 do ostatniego, od 59 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-177";"ul. Nasypowa";"Gdynia";"pomorskie";"Gdynia"
"81-178";"ul. Krawiecka";"Gdynia";"pomorskie";"Gdynia"
"81-179";"ul. Bia≥owieska";"Gdynia";"pomorskie";"Gdynia"
"81-180";"ul. Robotnicza";"Gdynia";"pomorskie";"Gdynia"
"81-181";"ul. Admira≥a Unruga J. od 2 do 92, od 1 do 65";"Gdynia";"pomorskie";"Gdynia"
"81-181";"ul. Inøyniera åmidowicza J. od 33 do 33";"Gdynia";"pomorskie";"Gdynia"
"81-181";"ul. Skrajna";"Gdynia";"pomorskie";"Gdynia"
"81-181";"ul. Szewska";"Gdynia";"pomorskie";"Gdynia"
"81-182";"ul. FlisakÛw";"Gdynia";"pomorskie";"Gdynia"
"81-182";"ul. SztukatorÛw";"Gdynia";"pomorskie";"Gdynia"
"81-183";"ul. Boisko";"Gdynia";"pomorskie";"Gdynia"
"81-184";"ul. EnergetykÛw";"Gdynia";"pomorskie";"Gdynia"
"81-185";"ul. Go≥Íbia";"Gdynia";"pomorskie";"Gdynia"
"81-185";"ul. Kapitana Kasztelana A.";"Gdynia";"pomorskie";"Gdynia"
"81-185";"ul. Komandora Horyda Z.";"Gdynia";"pomorskie";"Gdynia"
"81-185";"ul. Komandora Romanowskiego Boles≥awa";"Gdynia";"pomorskie";"Gdynia"
"81-185";"ul. Kontradmira≥a Steyera";"Gdynia";"pomorskie";"Gdynia"
"81-185";"ul. Podpu≥kownika Pruszkowskiego Kazimierza";"Gdynia";"pomorskie";"Gdynia"
"81-185";"ul. Podpu≥kownika Szpunera Ignacego";"Gdynia";"pomorskie";"Gdynia"
"81-185";"ul. Rzymowskiego";"Gdynia";"pomorskie";"Gdynia"
"81-185";"ul. Wiceadmira≥a PorÍbskiego Kazimierza";"Gdynia";"pomorskie";"Gdynia"
"81-187";"ul. Jantarowa";"Gdynia";"pomorskie";"Gdynia"
"81-187";"ul. Per≥owa";"Gdynia";"pomorskie";"Gdynia"
"81-187";"ul. Rymarska od 2 do 8, od 1 do 7";"Gdynia";"pomorskie";"Gdynia"
"81-188";"Poczta Gdynia 018, ul. Romanowskiego 24 A";"Gdynia";"pomorskie";"Gdynia"
"81-189";"ul. Kapitana Kosko";"Gdynia";"pomorskie";"Gdynia"
"81-189";"ul. Kapitana LedÛchowskiego Antoniego";"Gdynia";"pomorskie";"Gdynia"
"81-189";"ul. Kapitana Maciejewicza";"Gdynia";"pomorskie";"Gdynia"
"81-190";"ul. Szlifierzy";"Gdynia";"pomorskie";"Gdynia"
"81-191";"ul. Traczy";"Gdynia";"pomorskie";"Gdynia"
"81-192";"Poczta Gdynia 022, ul. Cechowa 8";"Gdynia";"pomorskie";"Gdynia"
"81-192";"Skrytki Pocztowe Poczta Gdynia 022, ul. Cechowa 8";"Gdynia";"pomorskie";"Gdynia"
"81-193";"ul. Ciesielska";"Gdynia";"pomorskie";"Gdynia"
"81-193";"ul. Piekarska";"Gdynia";"pomorskie";"Gdynia"
"81-194";"ul. Cechowa od 20 do ostatniego, od 1 do 19";"Gdynia";"pomorskie";"Gdynia"
"81-195";"ul. FrezerÛw";"Gdynia";"pomorskie";"Gdynia"
"81-197";"ul. Dedala";"Gdynia";"pomorskie";"Gdynia"
"81-197";"ul. Ikara";"Gdynia";"pomorskie";"Gdynia"
"81-197";"ul. Kolonia Rybacka";"Gdynia";"pomorskie";"Gdynia"
"81-197";"ul. Lotnicza";"Gdynia";"pomorskie";"Gdynia"
"81-197";"ul. RybakÛw";"Gdynia";"pomorskie";"Gdynia"
"81-198";"Poczta Kosakowo";"Kosakowo";"pomorskie";"pucki"
"81-200";"ul. Leszczynki";"Gdynia";"pomorskie";"Gdynia"
"81-201";"ul. Sambora od 48 do ostatniego, od 53 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-202";"ul. Dzia≥owskiego";"Gdynia";"pomorskie";"Gdynia"
"81-202";"ul. Karnkowskiego Stanis≥awa";"Gdynia";"pomorskie";"Gdynia"
"81-203";"ul. Grzybowa";"Gdynia";"pomorskie";"Gdynia"
"81-203";"ul. SmÍtowska";"Gdynia";"pomorskie";"Gdynia"
"81-204";"ul. M≥awska";"Gdynia";"pomorskie";"Gdynia"
"81-207";"ul. KalksztajnÛw od 2 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-208";"ul. Dzia≥dowska";"Gdynia";"pomorskie";"Gdynia"
"81-209";"Poczta Gdynia 009, ul. Morska 106";"Gdynia";"pomorskie";"Gdynia"
"81-209";"Skrytki Pocztowe Poczta Gdynia 009, ul. Morska 106";"Gdynia";"pomorskie";"Gdynia"
"81-210";"ul. Kordeckiego Augustyna";"Gdynia";"pomorskie";"Gdynia"
"81-211";"ul. Opata Hackiego od 18 do ostatniego, od 17 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-212";"ul. Hutnicza od 2 do 2, od 1 do 3";"Gdynia";"pomorskie";"Gdynia"
"81-213";"ul. Opata Hackiego od 2 do 16, od 1 do 15";"Gdynia";"pomorskie";"Gdynia"
"81-214";"ul. BaøyÒskiego Jana";"Gdynia";"pomorskie";"Gdynia"
"81-214";"ul. Majkowskiego Aleksandra";"Gdynia";"pomorskie";"Gdynia"
"81-215";"ul. Drzyma≥y Wojciecha M.";"Gdynia";"pomorskie";"Gdynia"
"81-217";"ul. åwiÍtego Miko≥aja od 69 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-218";"ul. Zamenhofa Ludwika";"Gdynia";"pomorskie";"Gdynia"
"81-219";"ul. Niemojewskiego";"Gdynia";"pomorskie";"Gdynia"
"81-220";"ul. Osada Kolejowa";"Gdynia";"pomorskie";"Gdynia"
"81-221";"ul. Komierowskiego Jana";"Gdynia";"pomorskie";"Gdynia"
"81-222";"ul. Morska od 77 do 267";"Gdynia";"pomorskie";"Gdynia"
"81-223";"ul. Komandorska od 2 do 24, od 1 do 21";"Gdynia";"pomorskie";"Gdynia"
"81-224";"ul. Iglasta";"Gdynia";"pomorskie";"Gdynia"
"81-225";"ul. Morska od 40 do 186";"Gdynia";"pomorskie";"Gdynia"
"81-226";"ul. Beniowskiego Maurycego";"Gdynia";"pomorskie";"Gdynia"
"81-228";"ul. Okrzei Stefana od 2 do 12, od 1 do 17";"Gdynia";"pomorskie";"Gdynia"
"81-229";"ul. Mireckiego Montwi≥≥a";"Gdynia";"pomorskie";"Gdynia"
"81-230";"ul. Kaczmarskiego Jacka";"Gdynia";"pomorskie";"Gdynia"
"81-230";"ul. Wπsowicza Stanis≥awa";"Gdynia";"pomorskie";"Gdynia"
"81-231";"ul. Sk≥odowskiej Curie Marii";"Gdynia";"pomorskie";"Gdynia"
"81-232";"ul. Komandorska od 26 do ostatniego, od 23 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-233";"ul. D≥ugosza Jana";"Gdynia";"pomorskie";"Gdynia"
"81-234";"ul. Hozjusza";"Gdynia";"pomorskie";"Gdynia"
"81-234";"ul. Lindego Samuela";"Gdynia";"pomorskie";"Gdynia"
"81-235";"ul. Sambora od 2 do 46, od 1 do 51";"Gdynia";"pomorskie";"Gdynia"
"81-236";"ul. KalksztajnÛw od 1 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-237";"ul. DembiÒskiego";"Gdynia";"pomorskie";"Gdynia"
"81-241";"ul. Ramu≥ta Stefana";"Gdynia";"pomorskie";"Gdynia"
"81-242";"ul. FilomatÛw";"Gdynia";"pomorskie";"Gdynia"
"81-244";"ul. ZakrÍt do Oksywia";"Gdynia";"pomorskie";"Gdynia"
"81-245";"ul. Okrzei Stefana od 14 do ostatniego, od 19 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-249";"ul. KapitaÒska od 20 do ostatniego, od 15 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-250";"ul. Profesora Demela";"Gdynia";"pomorskie";"Gdynia"
"81-253";"ul. Ceynowy Floriana";"Gdynia";"pomorskie";"Gdynia"
"81-254";"ul. Mrongowiusza Krzysztofa";"Gdynia";"pomorskie";"Gdynia"
"81-255";"ul. Widok";"Gdynia";"pomorskie";"Gdynia"
"81-256";"ul. Stoigniewa";"Gdynia";"pomorskie";"Gdynia"
"81-257";"ul. KsiÍdza åciegiennego Piotra";"Gdynia";"pomorskie";"Gdynia"
"81-258";"ul. PelpliÒska";"Gdynia";"pomorskie";"Gdynia"
"81-259";"ul. KsiÍdza W≥adys≥awskiego Gabriela";"Gdynia";"pomorskie";"Gdynia"
"81-260";"ul. ModliÒska";"Gdynia";"pomorskie";"Gdynia"
"81-261";"ul. Genera≥a Orlicz Dreszera";"Gdynia";"pomorskie";"Gdynia"
"81-262";"ul. Geskiego Kaspra";"Gdynia";"pomorskie";"Gdynia"
"81-263";"ul. Dantyszka Jana";"Gdynia";"pomorskie";"Gdynia"
"81-265";"ul. Grabowo";"Gdynia";"pomorskie";"Gdynia"
"81-266";"ul. Komandora Staniewicza";"Gdynia";"pomorskie";"Gdynia"
"81-267";"ul. Komandora Przybyszewskiego";"Gdynia";"pomorskie";"Gdynia"
"81-268";"ul. Komandora Mieszkowskiego";"Gdynia";"pomorskie";"Gdynia"
"81-269";"ul. Krofeya Szymona";"Gdynia";"pomorskie";"Gdynia"
"81-270";"ul. PodgÛrna";"Gdynia";"pomorskie";"Gdynia"
"81-271";"ul. Rutkowskiego Henryka";"Gdynia";"pomorskie";"Gdynia"
"81-272";"ul. £yskowskiego Ignacego";"Gdynia";"pomorskie";"Gdynia"
"81-273";"ul. Donimirskiego Antoniego";"Gdynia";"pomorskie";"Gdynia"
"81-290";"Poczta Gdynia 021, ul. Zamenhofa 15";"Gdynia";"pomorskie";"Gdynia"
"81-290";"Skrytki Pocztowe Poczta Gdynia 021, ul. Zamenhofa 15";"Gdynia";"pomorskie";"Gdynia"
"81-300";"ul. Sportowa";"Gdynia";"pomorskie";"Gdynia"
"81-301";"Instytucja Rejonowy Urzπd Poczty w Gdyni, ul. 10 Lutego 10";"Gdynia";"pomorskie";"Gdynia"
"81-301";"Poczta Gdynia 001, ul. 10 Lutego 10";"Gdynia";"pomorskie";"Gdynia"
"81-302";"ul. WileÒska";"Gdynia";"pomorskie";"Gdynia"
"81-302";"ul. Wo≥yÒska";"Gdynia";"pomorskie";"Gdynia"
"81-303";"ul. Kielecka od 2 do 24, od 1 do 19";"Gdynia";"pomorskie";"Gdynia"
"81-304";"ul. Droga GdyÒska";"Gdynia";"pomorskie";"Gdynia"
"81-304";"ul. GÛrskiego Kazimierza";"Gdynia";"pomorskie";"Gdynia"
"81-304";"ul. ålπska od 64 do ostatniego, od 51 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-305";"ul. Kujawska";"Gdynia";"pomorskie";"Gdynia"
"81-305";"ul. Mazowiecka";"Gdynia";"pomorskie";"Gdynia"
"81-305";"ul. PoznaÒska";"Gdynia";"pomorskie";"Gdynia"
"81-305";"ul. ToruÒska";"Gdynia";"pomorskie";"Gdynia"
"81-306";"ul. KwidzyÒska";"Gdynia";"pomorskie";"Gdynia"
"81-306";"ul. Nowogrodzka od 12 do 16, od 15 do 19";"Gdynia";"pomorskie";"Gdynia"
"81-306";"ul. Zjazdowa";"Gdynia";"pomorskie";"Gdynia"
"81-308";"Poczta Gdynia 008, ul. W≥adys≥awa IV 43";"Gdynia";"pomorskie";"Gdynia"
"81-309";"ul. Nowogrodzka od 2 do 10, od 1 do 13";"Gdynia";"pomorskie";"Gdynia"
"81-309";"ul. Warszawska od 38 do ostatniego, od 33 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-310";"ul. Bia≥ostocka";"Gdynia";"pomorskie";"Gdynia"
"81-310";"ul. ålπska od 42 do 62, od 33 do 49";"Gdynia";"pomorskie";"Gdynia"
"81-311";"ul. Cmentarna";"Gdynia";"pomorskie";"Gdynia"
"81-311";"ul. WitomiÒska od 2 do 76A, od 1 do 75";"Gdynia";"pomorskie";"Gdynia"
"81-312";"ul. Mazurska";"Gdynia";"pomorskie";"Gdynia"
"81-312";"ul. Nowogrodzka od 18 do ostatniego, od 21 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-312";"ul. OlsztyÒska";"Gdynia";"pomorskie";"Gdynia"
"81-313";"ul. S≥upecka od 26 do ostatniego, od 33 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-313";"ul. TatrzaÒska od 8 do ostatniego, od 27 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-314";"ul. Pomorska";"Gdynia";"pomorskie";"Gdynia"
"81-314";"ul. Warszawska od 2 do 14, od 1 do 5";"Gdynia";"pomorskie";"Gdynia"
"81-314";"ul. ZakopiaÒska";"Gdynia";"pomorskie";"Gdynia"
"81-315";"Poczta Gdynia 015, ul. ålπska 33";"Gdynia";"pomorskie";"Gdynia"
"81-316";"ul. S≥upecka od 2 do 24, od 1 do 31";"Gdynia";"pomorskie";"Gdynia"
